,Reviewer Name,Rating,review name,Date,Verified Purchase,Review Text,Helpful Count
,Sharon,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on September 11, 2020",,"I am so glad I purchased this! I am a single woman and will sometimes drive my car for several days with low tire pressure even though I know it is bad for the tires. This happens especially when the temperature drops suddenly, and I don't have time to stop by an oil change venue to have the tire pressure fixed. And the air pressure machines at the gas stations are ridiculously hard to use. This Airmoto device, on the other hand, was a breeze! A huge thank you to Chad Brown's video on the site for showing me how to use it. After watching that, I was able to easily set up the machine on my car tires, and it easily pumped them up from 26psi to 30psi - what my car requires. I had the device set on car and lowered the psi from the automatic 35psi to 30psi. It took about 10 minutes to pump up all 4 tires. The battery was green when I started, and there was plenty of power left when I finished. The device is noisy, and it takes a few minutes, but it's not that noisy, and it was only a few minutes. If you're like me and want an easy way to maintain tire pressure, this is a great little device to own!",
,Amazon Customer,4.0 out of 5 stars,"4.0 out of 5 stars
  Small, but it gets the job done!","Reviewed in the United States on May 5, 2025",No,My husband loves it so much he’s suggesting it for all our kids.,30 people found this helpful
,Shirley,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on August 28, 2018",,Genius. I get low tire pressure in the winter season. I drive with confidence now.,
,Wumyster,4.0 out of 5 stars,"4.0 out of 5 stars
  Filled 4 tires on 1 charge","Reviewed in the United States on September 28, 2024",,"I purchased this as a gift for my daughter who drives a lot for work. She called me ecstatic after using it for a slow leak. The built-in light was perfect for her to see the valve stem in a dark parking lot, and the whole process took less than five minutes. It gives me peace of mind knowing she has a powerful and simple solution for tire emergencies.",
,Brian Zeller,5.0 out of 5 stars,5.0 out of 5 stars,"Reviewed in the United States on September 11, 2022",,It saved me a major headache when I found a tire half-flat recently.,
,F. R.,1.0 out of 5 stars,"1.0 out of 5 stars
  Disappointed","Reviewed in the United States on May 5, 2022",,This didn't work as expected. The battery died after one use and it took forever to inflate my tire. Not worth the money.,
,Boolynnloo,5.0 out of 5 stars,"5.0 out of 5 stars
  Filled 4 tires on 1 charge","Reviewed in the United States on March 12, 2024",,This is the most reliable portable inflator I have ever owned.,
,Brian,5.0 out of 5 stars,,,,The auto shut-off feature ensures perfect pressure every single time.,
,Laura,5.0 out of 5 stars,"5.0 out of 5 stars
  Great buy","Reviewed in the United States on September 11, 2024",,This is worked well for me unfortunately one of my tires has a slow week but luckily it's on the car. I don't drive much but anyways it's nice just to be able to walk out there and take two minutes and be done with it. Set your tire pressure and let it do the rest the hose on it's nice and long. I'm happy I bought it,
,Christopher,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on May 5, 2020",,"I have to use it every year when the weather gets cold and the air in my tires drop from it.
 Good for 2 car sport tires...then recharge needed. Otherwise very easy to use and takes about 4 minutes to inflate a 10lb loss from 35lb to 46lb in 21"" sports tire. Battery indicator starts flashing towards the middle of 2nd tire.",
,Douglas,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on March 12, 2020",,I easily inflated all the pool toys with this compact powerhouse.,
,Oliver,5.0 out of 5 stars,Perfect just in time,"Reviewed in the United States on September 28, 2022",,It’s a small price to pay for such massive convenience.,
,dlcict,5.0 out of 5 stars,"5.0 out of 5 stars
  Great buy","Reviewed in the United States on May 5, 2024",,My favorite part is the hands-free operation once it's screwed on.,
,Germán Rodríguez,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on May 5, 2019",,Saves me time and money I would spend at the air pump station.,
,Alexander,3.0 out of 5 stars,"3.0 out of 5 stars
  Decent but not great","Reviewed in the United States on May 5, 2025",No,It gets the job done but it's not the fastest. Battery life is acceptable. Good to have in the car for emergencies but I wouldn't rely on it exclusively.,30 people found this helpful
,Amy,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on March 12, 2018",,"I love that it stops automatically, preventing any guesswork.",
,Benjamin,5.0 out of 5 stars,,,,"Opened the box & charged quickly. Loves that there are four different settings for cars, bikes, balls, and ATVs. Very easy to use. Is a tad loud, so be prepared for that, but no where near as loud as an our compressor. Vey small and easily portable. Filled up the car tire pretty quickly & seems well built. Has digital inflation rate to tell PSI. Also has a USB port to charge from. Auto shut off, too. Every house should have one. We have a daughter going to college, so this may go with her & we’ll get another one.
 

 Update! This is so handy that we did buy another one so that our daughter always has one in her car. Might get one so each vehicle in our house has one. Also thinking for our grads that are taking a car to college that this will be a fantastic gift!",
,Ashley,5.0 out of 5 stars, 5.0 out of 5 stars,"Reviewed in the United States on February 20, 2019",,"Let's be honest, I'm usually the last person to jump on a 'recommended at a discounted price' bandwagon. But this time? Oh, boy, am I singing a different tune. Turns out, this little gadget was a cosmic intervention disguised as a bargain.
 

 The very day it arrived, my car decided to throw a hissy fit, with my rear driver's side tire slowly deflating like a sad balloon. A few days later, a tire shop confirmed my suspicions – a rogue screw had decided to take up residence in my rubber. So, this nifty little air pump became my knight in shining… plastic?
 

 Now, it's not going to inflate a semi-truck tire in 30 seconds, and it's not going to win any power-lifting contests. But it's surprisingly efficient. It gets the job done without making you feel like you're waiting for paint to dry. And the sheer number of attachments? It's like a Swiss Army knife for air.
 

 The rechargeable aspect is a game-changer. No more fumbling with cords or searching for an outlet in the middle of nowhere. Plus, it's so easy to use, even I, a person who once struggled to assemble a bookshelf, could operate it without a manual.
 

 What I truly appreciate is the automatic shut-off feature. Set the desired PSI, press the button, and walk away. It's like having a tiny, responsible robot handling your tire inflation needs. I sincerely hope I don't have to use it often, but knowing it's there, ready to save the day, gives me a sense of… well, a sense of not being stranded with a flat tire. It fits in my glove box, waiting for the next opportunity. That's a good feeling. This discounted suggestion? It's officially a hero in my book.",
,Patricia,5.0 out of 5 stars,"5.0 out of 5 stars
  Filled 4 tires on 1 charge","Reviewed in the United States on September 28, 2023",,The pre-set modes for different items save so much time.,
